Date,Price,Open,High,Low,Vol.,Change %
14-Aug-96,456,460,465,455.5,3.72K,-0.92%
13-Aug-96,460.25,473.25,476,457.5,7.48K,-3.00%
12-Aug-96,474.5,464,482.75,464,6.22K,2.54%
9-Aug-96,462.75,461,469,458.5,5.72K,0.65%
8-Aug-96,459.75,453.75,462.5,453,6.46K,1.32%
7-Aug-96,453.75,448.5,455,448.5,4.88K,1.17%
6-Aug-96,448.5,444,450,438,4.00K,1.13%
5-Aug-96,443.5,445,449.5,441,2.87K,-1.22%
2-Aug-96,449,445,452,438.5,7.03K,0.67%
1-Aug-96,446,439,447,437.25,4.48K,1.36%
31-Jul-96,440,438.25,441,435,3.94K,0.40%
30-Jul-96,438.25,444,448,437,6.46K,-1.24%
29-Jul-96,443.75,434,444,434,4.41K,2.13%
26-Jul-96,434.5,443.75,444.5,428,7.02K,-2.08%
25-Jul-96,443.75,440,444.5,434,4.87K,0.62%
24-Jul-96,441,453.75,454,440,9.08K,-2.81%
23-Jul-96,453.75,460.25,464,449,7.46K,-1.36%
22-Jul-96,460,471,475,453,3.88K,-2.02%
19-Jul-96,469.5,483,489,467,0.60K,-2.80%
18-Jul-96,483,477.5,495,473,0.95K,1.15%
17-Jul-96,477.5,474,483,470,0.74K,-0.62%
16-Jul-96,480.5,491.25,491.25,474,0.98K,-2.19%
15-Jul-96,491.25,494,501.5,490,0.54K,-1.80%
12-Jul-96,500.25,504,519,499,0.97K,-1.04%
11-Jul-96,505.5,494,511.5,494,0.76K,2.90%
10-Jul-96,491.25,491.5,492,486.5,1.47K,-0.05%
9-Jul-96,491.5,480.5,494,478,1.73K,3.53%
